day,month,year,traffic_source,total_sessions,unique_transactions,transaction_revenue,transaction_total,active_users,cost,clicks,impressions
23,8,2021,rtbhouse,2361,15,429,440.96,11,112.9,2299,228103
27,12,2020,rtbhouse,2431,12,269.5,284.45,9,87.73,2424,122618
27,11,2021,rtbhouse,2955,6,84,92.97,2,119.22,2998,197493
20,3,2020,rtbhouse,6725,37,738.75,789.58,32,165.4,6646,363434
5,2,2021,rtbhouse,2416,6,204.75,210.73,6,58.02,2330,130242
24,9,2020,rtbhouse,4580,23,523.5,550.41,20,106.5,4498,290569
11,3,2021,rtbhouse,1973,8,117.5,129.46,5,75.08,1955,139327
11,11,2020,rtbhouse,11794,43,1126,1176.83,27,435.67,11339,877486
3,2,2021,rtbhouse,2832,4,124,126.99,4,62.09,2806,151810
22,8,2021,rtbhouse,1649,13,226.13,247.06,10,95.27,1602,127316
18,8,2020,rtbhouse,6283,46,1046.25,1097.08,36,178.6,6358,504105
16,7,2021,rtbhouse,375,2,45,45,2,8.04,361,25830
6,10,2021,rtbhouse,881,5,108.75,120.71,3,29.47,858,46605
11,9,2020,rtbhouse,4587,20,457,474.94,17,98.95,4634,301981
27,10,2021,rtbhouse,1279,4,100.5,103.49,2,52.82,1255,69149
28,4,2020,rtbhouse,2623,21,375.75,408.64,16,71.62,2590,166398
10,7,2020,rtbhouse,6812,78,1520,1618.67,61,191.54,6639,440051
4,8,2020,rtbhouse,2769,13,315,329.95,12,56.82,2680,177665
4,2,2020,rtbhouse,4437,32,1218.5,1227.47,27,225.72,4336,402643
11,8,2021,rtbhouse,1218,12,224.5,239.45,8,53.22,1216,126361
19,2,2020,rtbhouse,4353,17,307.25,334.16,15,113.63,4235,388498
20,5,2021,rtbhouse,1677,12,320.5,326.48,7,69.13,1642,134335
14,3,2021,rtbhouse,1393,5,60,71.96,3,58.45,1399,112905
7,6,2021,rtbhouse,2370,15,375.51,387.47,11,68.79,2357,157756
11,9,2021,rtbhouse,1264,11,194.5,212.44,6,70.47,1215,102969
23,10,2021,rtbhouse,1212,3,93.5,96.49,3,46.37,1164,58347
2,7,2021,rtbhouse,1442,8,290.25,293.24,6,61.19,1393,109847
20,12,2021,rtbhouse,2998,14,503,514.96,10,82.94,2904,154627
21,10,2021,rtbhouse,1116,6,114.75,120.73,5,45.09,1097,74298
6,1,2020,rtbhouse,6754,34,1476.5,1509.39,27,201.54,6500,598949
13,4,2020,rtbhouse,6133,34,757,798.86,27,142.24,5920,468623
10,3,2021,rtbhouse,1867,4,67,72.98,3,68.86,1824,133088
30,1,2020,rtbhouse,2031,11,397.5,403.48,9,45.44,2021,255232
12,11,2021,rtbhouse,3008,5,117,122.98,4,127.23,2911,139147
10,10,2021,rtbhouse,1037,13,249.25,267.19,12,34.51,1036,56981
24,3,2021,rtbhouse,1536,4,149.5,152.49,2,60.02,1538,113984
7,3,2021,rtbhouse,1853,6,177,185.97,4,57.8,1840,136620
16,3,2021,rtbhouse,1880,5,156,161.98,4,73.24,1845,129009
12,2,2020,rtbhouse,5146,30,614,646.89,28,161.05,5134,502835
31,1,2021,rtbhouse,2646,16,352.75,373.68,14,65.7,2608,150992
5,1,2020,rtbhouse,4334,14,632,640.97,11,117.91,4214,323826
30,8,2020,rtbhouse,2659,24,373,408.88,19,69.93,2607,137543
19,2,2021,rtbhouse,726,1,50,50,1,13.45,730,44245
15,4,2021,rtbhouse,925,4,55.5,61.48,2,31.1,907,57891
8,3,2021,rtbhouse,2245,8,135,143.97,7,66.48,2233,170129
4,8,2021,rtbhouse,1226,6,206.25,209.24,6,37.93,1196,76283
5,8,2021,rtbhouse,951,8,245.5,248.49,7,26.87,929,70016
3,6,2020,rtbhouse,6221,24,624.75,633.72,20,86.2,6118,282063
18,2,2021,rtbhouse,2813,10,210.25,216.23,7,69.62,2818,183933
18,9,2020,rtbhouse,4306,15,351.63,363.59,11,102.9,4192,309779
13,4,2021,rtbhouse,1427,0,0,0,0,43.03,1422,97141
18,6,2020,rtbhouse,6165,81,2860.75,2920.55,57,246.22,6239,448188
18,8,2021,rtbhouse,1394,12,191.75,215.67,10,66.34,1338,158502
13,11,2021,rtbhouse,3002,3,41,43.99,2,110.95,2927,137241
28,4,2021,rtbhouse,3189,16,338.75,350.71,11,128.13,3222,210100
30,1,2021,rtbhouse,2979,9,156.5,171.45,6,78.1,2964,162898
7,3,2020,rtbhouse,2357,16,252,275.92,13,62.26,2332,198935
26,2,2020,rtbhouse,5560,27,814.5,832.44,23,148.98,5513,432772
4,6,2020,rtbhouse,5799,26,819.5,840.43,24,79.67,5671,244959
16,8,2020,rtbhouse,4112,9,194.5,206.46,7,84.78,4149,310167
6,8,2021,rtbhouse,1281,9,142.25,151.22,9,40.14,1256,100270
9,10,2021,rtbhouse,1074,5,117,122.98,4,35.33,1072,63218
9,12,2020,rtbhouse,5563,23,482.5,506.42,19,116.82,5465,332496
26,4,2020,rtbhouse,2550,14,250,273.92,12,73.1,2544,181320
8,6,2021,rtbhouse,2626,21,388,411.92,15,85.73,2659,175314
1,11,2021,rtbhouse,1473,11,226,243.94,8,53.61,1444,71060
5,10,2021,rtbhouse,857,9,110.5,128.44,8,30.65,865,45423
12,9,2021,rtbhouse,1217,12,259.25,283.17,9,70.74,1188,94795
31,8,2020,rtbhouse,3041,49,785.25,860,33,138.29,2957,218367
14,4,2021,rtbhouse,1180,4,85,87.99,4,35.62,1176,75435
19,8,2021,rtbhouse,1446,15,183,212.9,12,71.87,1402,150518
1,4,2021,rtbhouse,1567,1,30,30,1,52.79,1561,103238
17,6,2020,rtbhouse,3758,30,804.25,819.2,25,113.01,3680,264306
11,7,2020,rtbhouse,4848,26,455.75,491.63,21,112.99,4806,312831
25,4,2020,rtbhouse,1980,10,294.5,303.47,7,57.61,1995,135824
26,11,2021,rtbhouse,4904,14,260,277.94,11,221.29,4776,350552
29,4,2021,rtbhouse,2796,15,317.75,329.71,8,120,2789,189580
21,5,2021,rtbhouse,1769,11,326.5,329.49,6,70.92,1723,132413
7,10,2021,rtbhouse,798,8,155,160.98,6,24.88,793,44627
5,3,2020,rtbhouse,6071,36,1025.75,1055.65,30,241.47,6101,452437
28,9,2021,rtbhouse,762,8,154,162.97,7,53.25,741,68501
27,7,2020,rtbhouse,3473,22,486.5,516.4,20,52.43,3438,240314
28,11,2021,rtbhouse,3269,17,470.3,479.27,16,128.13,3195,205145
26,11,2020,rtbhouse,12533,43,1204.25,1258.07,33,453.28,12035,922026
3,8,2020,rtbhouse,1464,7,115,120.98,6,27.59,1484,97833
26,9,2021,rtbhouse,600,7,87.25,102.2,6,42.52,576,47959
13,9,2021,rtbhouse,2239,15,333.6,354.53,12,102.45,2149,215857
30,6,2021,rtbhouse,1253,5,118,123.98,4,54.4,1233,91925
23,5,2021,rtbhouse,1734,13,192,215.92,8,65.71,1666,123068
27,9,2021,rtbhouse,750,12,144,164.93,9,53.86,749,60303
22,5,2021,rtbhouse,1824,18,265,288.92,13,71.89,1804,126147
19,3,2020,rtbhouse,6305,12,291.75,297.73,12,116.4,6240,432427
1,10,2020,rtbhouse,7281,30,612,647.88,21,159.2,7072,519549
21,12,2021,rtbhouse,3316,15,356.75,368.71,10,98.14,3343,202841
17,3,2020,rtbhouse,5874,32,747.88,777.78,27,170.52,5639,509139
15,11,2021,rtbhouse,1728,4,126,128.99,3,57.84,1728,72381
5,6,2020,rtbhouse,5988,25,677.5,695.44,19,80.81,5762,248882
27,4,2020,rtbhouse,2808,11,223.75,238.7,9,76.65,2758,198899
6,3,2020,rtbhouse,5117,26,648,686.87,22,144.35,5132,383372
7,8,2021,rtbhouse,792,6,43.75,61.69,4,22.65,775,48138
29,10,2021,rtbhouse,1225,3,103.25,106.24,3,43.86,1183,49396
6,6,2020,rtbhouse,4482,18,649.25,661.21,14,63.77,4337,165088
22,12,2021,rtbhouse,2389,11,308.25,317.22,8,60.77,2358,111563
22,8,2020,rtbhouse,3912,23,501.75,525.67,17,63.06,3829,216365
28,8,2021,rtbhouse,2182,8,85.5,103.44,7,100.99,2176,185511
16,4,2021,rtbhouse,2007,11,260.81,266.79,11,69.97,1940,140695
23,4,2020,rtbhouse,3287,13,254.75,272.69,11,90.24,3321,228383
14,11,2021,rtbhouse,3852,6,133.5,139.48,5,122.95,3765,176109
23,5,2020,rtbhouse,4357,12,404.25,413.22,11,76.56,4380,175652
20,10,2020,rtbhouse,4396,26,605,637.89,25,107.09,4394,249084
4,3,2021,rtbhouse,2098,5,108,116.97,2,72.51,2047,152804
20,8,2020,rtbhouse,7086,30,679.25,703.17,19,131.64,6866,459902
21,10,2020,rtbhouse,4616,25,685.5,718.39,21,114.2,4528,279769
14,9,2021,rtbhouse,2386,16,315.25,342.16,9,104.14,2349,234441
2,3,2020,rtbhouse,4682,17,608.5,620.46,13,144.73,4737,391924
3,3,2020,rtbhouse,3127,13,421,429.97,13,111.04,3174,281821
26,7,2020,rtbhouse,1351,11,320.75,332.71,10,30.42,1339,74589
10,4,2020,rtbhouse,9351,47,1257.5,1308.33,38,216.19,9417,530582
12,7,2020,rtbhouse,4943,33,633,686.82,24,114.65,4765,338075
3,4,2021,rtbhouse,1309,3,47,49.99,2,45.38,1270,86771
7,6,2020,rtbhouse,4698,19,423.5,435.46,18,70.37,4764,182749
21,9,2021,rtbhouse,2614,11,195,212.94,9,160.37,2524,268727
9,3,2021,rtbhouse,2188,8,165.25,171.23,7,69.55,2112,153184
7,7,2021,rtbhouse,1851,8,106.5,118.46,8,73.88,1827,185593
12,4,2020,rtbhouse,6880,29,598.25,640.11,18,164.1,6811,424128
15,3,2020,rtbhouse,3092,17,526,543.94,14,96.15,3004,193399
3,3,2021,rtbhouse,2035,8,192,203.96,5,65.67,2017,149419
21,8,2020,rtbhouse,6899,26,494.75,524.65,20,130.65,7002,464014
28,7,2020,rtbhouse,4351,23,491.75,527.63,19,75.24,4211,308686
23,4,2021,rtbhouse,2383,3,48,50.99,2,79.83,2298,138461
23,11,2021,rtbhouse,1710,10,464.5,476.46,6,36.95,1645,81244
30,12,2021,rtbhouse,2360,11,324.15,327.14,10,42.67,2312,159992
22,11,2021,rtbhouse,1598,3,85,85,3,29.76,1565,70406
15,10,2021,rtbhouse,920,10,129.75,144.7,7,30.14,895,45313
29,3,2020,rtbhouse,2033,21,597.5,612.45,21,58.57,2046,123483
2,3,2021,rtbhouse,3566,7,154,159.98,4,66.16,3554,222207
29,8,2021,rtbhouse,2259,12,133,153.93,11,102.88,2233,201588
19,6,2020,rtbhouse,6089,86,2411.25,2480.02,69,159.17,5993,292850
1,8,2021,rtbhouse,662,5,98,103.98,4,19.57,645,34873
30,11,2020,rtbhouse,8485,33,768.75,807.62,25,348.9,8296,580400
25,7,2020,rtbhouse,1233,14,241.25,265.17,8,28.34,1224,66362
24,4,2020,rtbhouse,2434,17,246.25,276.15,14,70.31,2453,177705
26,4,2021,rtbhouse,2893,8,149.75,161.71,6,103.72,2883,215596
22,10,2020,rtbhouse,4501,26,591,623.89,25,110.43,4403,298688
8,6,2020,rtbhouse,5216,22,678.5,690.46,18,123.92,5104,279727
18,10,2021,rtbhouse,1126,3,42,44.99,2,48.32,1121,71515
11,4,2020,rtbhouse,7764,33,579.25,627.09,27,179.86,7540,440642
24,10,2020,rtbhouse,3113,12,276.5,288.46,10,71.35,3151,184276
23,8,2020,rtbhouse,3323,13,303.25,315.21,9,45.88,3225,144219
17,3,2021,rtbhouse,2121,7,183.5,186.49,5,91.25,2104,143987
19,10,2021,rtbhouse,1178,7,148.5,154.48,6,50.56,1142,71051
9,6,2020,rtbhouse,4505,21,639.5,651.46,17,131.28,4473,300379
25,9,2020,rtbhouse,5455,24,612.5,630.44,19,125.03,5415,340890
1,7,2020,rtbhouse,3216,16,346.25,364.19,14,67.51,3102,257338
16,10,2021,rtbhouse,880,3,74,76.99,2,28.57,867,44981
31,5,2021,rtbhouse,3570,28,507,545.87,23,96.54,3543,254900
9,7,2021,rtbhouse,2392,18,328,351.92,15,106.28,2407,196900
18,3,2021,rtbhouse,2360,4,55.5,61.48,3,96.68,2313,152013
23,9,2021,rtbhouse,1530,13,197,214.94,8,96.86,1494,137935
8,10,2021,rtbhouse,1006,4,84,89.98,4,31.83,987,57249
15,8,2021,rtbhouse,840,7,163,171.97,5,35.77,845,74535
19,3,2021,rtbhouse,2159,5,150,152.99,5,78.48,2179,135251
10,9,2021,rtbhouse,2050,11,199,216.94,9,112.33,2050,188943
16,8,2021,rtbhouse,1340,4,70,75.98,3,61.04,1354,129066
2,8,2021,rtbhouse,971,2,47.5,50.49,1,30.52,982,57965
28,3,2020,rtbhouse,1954,18,382.5,403.43,15,58.08,1894,145454
2,7,2020,rtbhouse,4277,21,516.25,537.18,13,140.42,4232,354428
5,3,2021,rtbhouse,2332,3,99,101.99,0,71.96,2262,154712
21,4,2020,rtbhouse,3841,19,494,517.92,17,100.96,3716,297978
1,10,2021,rtbhouse,837,4,61.25,67.23,4,49.28,820,69604
3,1,2020,rtbhouse,7485,27,932.75,944.71,22,234.73,7236,725693
1,3,2020,rtbhouse,2657,16,410.75,431.68,14,82.2,2573,214737
18,3,2020,rtbhouse,6869,26,1073,1090.94,19,142.22,6792,480530
10,10,2020,rtbhouse,6050,17,258,287.9,10,97.55,5946,289531
14,3,2020,rtbhouse,2986,10,271.5,274.49,8,98.05,2997,192789
2,4,2021,rtbhouse,1565,5,47.5,59.46,5,52.1,1584,108282
11,11,2021,rtbhouse,3777,4,122.75,125.74,4,182.66,3816,227240
15,7,2020,rtbhouse,4143,32,522.5,576.32,23,119.46,4137,275461
31,12,2021,rtbhouse,1306,14,228.5,258.4,14,13.93,1271,35335
29,7,2020,rtbhouse,3227,22,426.75,450.67,19,81.06,3182,221967
25,10,2020,rtbhouse,2944,8,125,136.96,7,65.22,2835,172901
10,4,2021,rtbhouse,1690,6,181.5,190.47,4,45.86,1668,108799
8,7,2021,rtbhouse,1761,12,194,208.95,10,74.72,1727,182960
22,9,2021,rtbhouse,2088,22,361.5,400.37,16,130.95,2015,212421
10,11,2021,rtbhouse,4360,10,329.5,338.47,8,175.05,4189,271717
25,4,2021,rtbhouse,2189,7,179.5,188.47,3,74.69,2114,153216
9,2,2020,rtbhouse,3059,13,514.25,526.21,11,78.91,2987,312028
11,10,2020,rtbhouse,5524,18,300,329.9,16,101.25,5516,272557
17,10,2021,rtbhouse,1079,4,170.25,170.25,4,35.83,1081,53256
4,10,2021,rtbhouse,916,12,280,288.97,9,52.15,880,84474
27,4,2021,rtbhouse,2050,12,285.5,294.47,5,78.9,2035,153606
13,3,2020,rtbhouse,5718,26,743,769.91,19,139.07,5772,348317
29,11,2021,rtbhouse,2183,20,361.5,385.42,18,65.88,2107,134496
25,11,2021,rtbhouse,3263,11,230,232.99,5,116.48,3201,175797
13,7,2020,rtbhouse,7196,37,810.5,861.33,24,166.65,7219,536473
4,3,2020,rtbhouse,3488,19,516.25,534.19,17,88.82,3403,260458
17,8,2021,rtbhouse,1561,14,267,284.94,10,74.04,1558,171267
24,8,2020,rtbhouse,4645,14,456.5,465.47,11,56.53,4501,213285
20,4,2020,rtbhouse,4706,22,466.5,499.39,18,129.42,4760,397063
3,8,2021,rtbhouse,1361,8,122.25,134.21,5,42.35,1355,88341
7,2,2020,rtbhouse,4412,30,1093.5,1108.45,21,136.19,4289,503574
14,7,2020,rtbhouse,5359,35,704.75,746.61,29,138.57,5234,371291
8,2,2020,rtbhouse,3166,16,528,533.98,15,80.93,3169,369106
24,9,2021,rtbhouse,1039,16,304.25,322.19,10,69.73,1017,88442
16,7,2020,rtbhouse,5731,26,546.5,573.41,21,134.01,5752,451874
30,5,2021,rtbhouse,2828,17,391,411.93,12,77.99,2750,165266
17,7,2020,rtbhouse,6927,49,1176.25,1242.03,32,213.13,6871,485262
3,10,2021,rtbhouse,793,5,142,142,2,47.28,788,64929
30,9,2020,rtbhouse,11244,45,893,961.77,32,217.02,10831,675169
30,11,2021,rtbhouse,1730,5,247,255.97,5,28.37,1707,77153
24,4,2021,rtbhouse,2574,4,68.5,74.48,1,80.23,2592,180924
6,3,2021,rtbhouse,1950,9,134,151.94,8,54.94,1930,137517
24,11,2021,rtbhouse,2213,7,218.7,221.69,6,81.76,2167,135383
22,4,2020,rtbhouse,3148,12,230,244.95,9,86.81,3184,241538
23,10,2020,rtbhouse,4239,21,411.5,444.39,19,99.42,4160,274115
25,9,2021,rtbhouse,636,7,140.5,146.48,7,44.82,618,49770
3,7,2020,rtbhouse,4193,33,966.25,987.18,26,123.54,4092,341423
17,4,2021,rtbhouse,1783,6,125,130.98,5,68.65,1780,118830
2,10,2021,rtbhouse,677,3,41,46.98,2,39.78,662,56692
11,4,2021,rtbhouse,1213,6,183.75,183.75,6,32.41,1179,79787
16,3,2020,rtbhouse,5711,21,626.5,647.43,17,149.4,5555,559204
12,4,2021,rtbhouse,1306,4,42,47.98,3,35.47,1288,92121
6,9,2020,rtbhouse,2556,17,270,290.93,13,68.05,2481,158549
10,1,2020,rtbhouse,3419,29,925.75,937.71,22,111.03,3447,446923
14,8,2021,rtbhouse,987,6,68.5,83.45,6,41.01,958,89078
6,1,2021,rtbhouse,5025,11,503,520.94,10,132.57,5077,347792
4,10,2020,rtbhouse,5122,6,96,104.97,5,94.25,5195,339230
16,9,2020,rtbhouse,4754,18,426.38,450.3,16,95.32,4813,309163
24,5,2021,rtbhouse,2268,19,317.75,344.66,13,85.81,2297,175441
24,7,2020,rtbhouse,1625,16,428.25,440.21,14,52.19,1579,88748
